id,title,slug,tags
3009,Maximum Number of Intersections on the Chart,maximum-number-of-intersections-on-the-chart,"['Array', 'Math', 'Binary Indexed Tree', 'Geometry']"
3010,Divide an Array Into Subarrays With Minimum Cost I,divide-an-array-into-subarrays-with-minimum-cost-i,"['Array', 'Sorting', 'Enumeration']"
3011,Find if Array Can Be Sorted,find-if-array-can-be-sorted,"['Array', 'Bit Manipulation', 'Sorting']"
3012,Minimize Length of Array Using Operations,minimize-length-of-array-using-operations,"['Array', 'Math', 'Greedy', 'Number Theory']"
3013,Divide an Array Into Subarrays With Minimum Cost II,divide-an-array-into-subarrays-with-minimum-cost-ii,"['Array', 'Hash Table', 'Sliding Window', 'Heap (Priority Queue)']"
3014,Minimum Number of Pushes to Type Word I,minimum-number-of-pushes-to-type-word-i,"['Math', 'String', 'Greedy']"
3015,Count the Number of Houses at a Certain Distance I,count-the-number-of-houses-at-a-certain-distance-i,"['Breadth-First Search', 'Graph', 'Prefix Sum']"
3016,Minimum Number of Pushes to Type Word II,minimum-number-of-pushes-to-type-word-ii,"['Hash Table', 'String', 'Greedy', 'Sorting', 'Counting']"
3017,Count the Number of Houses at a Certain Distance II,count-the-number-of-houses-at-a-certain-distance-ii,"['Graph', 'Prefix Sum']"
3018,Maximum Number of Removal Queries That Can Be Processed I,maximum-number-of-removal-queries-that-can-be-processed-i,"['Array', 'Dynamic Programming']"
3019,Number of Changing Keys,number-of-changing-keys,['String']
3020,Find the Maximum Number of Elements in Subset,find-the-maximum-number-of-elements-in-subset,"['Array', 'Hash Table', 'Enumeration']"
3021,Alice and Bob Playing Flower Game,alice-and-bob-playing-flower-game,['Math']
3022,Minimize OR of Remaining Elements Using Operations,minimize-or-of-remaining-elements-using-operations,"['Array', 'Greedy', 'Bit Manipulation']"
3023,Find Pattern in Infinite Stream I,find-pattern-in-infinite-stream-i,"['Array', 'Sliding Window', 'Rolling Hash', 'String Matching', 'Hash Function']"
3024,Type of Triangle,type-of-triangle,"['Array', 'Math', 'Sorting']"
3025,Find the Number of Ways to Place People I,find-the-number-of-ways-to-place-people-i,"['Array', 'Math', 'Geometry', 'Sorting', 'Enumeration']"
3026,Maximum Good Subarray Sum,maximum-good-subarray-sum,"['Array', 'Hash Table', 'Prefix Sum']"
3027,Find the Number of Ways to Place People II,find-the-number-of-ways-to-place-people-ii,"['Array', 'Math', 'Geometry', 'Sorting', 'Enumeration']"
3028,Ant on the Boundary,ant-on-the-boundary,"['Array', 'Simulation', 'Prefix Sum']"
3029,Minimum Time to Revert Word to Initial State I,minimum-time-to-revert-word-to-initial-state-i,"['String', 'Rolling Hash', 'String Matching', 'Hash Function']"
3030,Find the Grid of Region Average,find-the-grid-of-region-average,"['Array', 'Matrix']"
3031,Minimum Time to Revert Word to Initial State II,minimum-time-to-revert-word-to-initial-state-ii,"['String', 'Rolling Hash', 'String Matching', 'Hash Function']"
3032,Count Numbers With Unique Digits II,count-numbers-with-unique-digits-ii,"['Hash Table', 'Math', 'Dynamic Programming']"
3033,Modify the Matrix,modify-the-matrix,"['Array', 'Matrix']"
3034,Number of Subarrays That Match a Pattern I,number-of-subarrays-that-match-a-pattern-i,"['Array', 'Rolling Hash', 'String Matching', 'Hash Function']"
3035,Maximum Palindromes After Operations,maximum-palindromes-after-operations,"['Array', 'Hash Table', 'String', 'Greedy', 'Sorting', 'Counting']"
3036,Number of Subarrays That Match a Pattern II,number-of-subarrays-that-match-a-pattern-ii,"['Array', 'Rolling Hash', 'String Matching', 'Hash Function']"
3037,Find Pattern in Infinite Stream II,find-pattern-in-infinite-stream-ii,"['Array', 'Sliding Window', 'Rolling Hash', 'String Matching', 'Hash Function']"
3038,Maximum Number of Operations With the Same Score I,maximum-number-of-operations-with-the-same-score-i,"['Array', 'Simulation']"
3039,Apply Operations to Make String Empty,apply-operations-to-make-string-empty,"['Array', 'Hash Table', 'Sorting', 'Counting']"
3040,Maximum Number of Operations With the Same Score II,maximum-number-of-operations-with-the-same-score-ii,"['Array', 'Dynamic Programming', 'Memoization']"
3041,Maximize Consecutive Elements in an Array After Modification,maximize-consecutive-elements-in-an-array-after-modification,"['Array', 'Dynamic Programming', 'Sorting']"
3042,Count Prefix and Suffix Pairs I,count-prefix-and-suffix-pairs-i,"['Array', 'String', 'Trie', 'Rolling Hash', 'String Matching', 'Hash Function']"
3043,Find the Length of the Longest Common Prefix,find-the-length-of-the-longest-common-prefix,"['Array', 'Hash Table', 'String', 'Trie']"
3044,Most Frequent Prime,most-frequent-prime,"['Array', 'Hash Table', 'Math', 'Matrix', 'Counting', 'Enumeration', 'Number Theory']"
3045,Count Prefix and Suffix Pairs II,count-prefix-and-suffix-pairs-ii,"['Array', 'String', 'Trie', 'Rolling Hash', 'String Matching', 'Hash Function']"
3046,Split the Array,split-the-array,"['Array', 'Hash Table', 'Counting']"
3047,Find the Largest Area of Square Inside Two Rectangles,find-the-largest-area-of-square-inside-two-rectangles,"['Array', 'Math', 'Geometry']"
3048,Earliest Second to Mark Indices I,earliest-second-to-mark-indices-i,"['Array', 'Binary Search']"
3049,Earliest Second to Mark Indices II,earliest-second-to-mark-indices-ii,"['Array', 'Binary Search', 'Greedy', 'Heap (Priority Queue)']"
3050,Pizza Toppings Cost Analysis,pizza-toppings-cost-analysis,['Database']
3051,Find Candidates for Data Scientist Position,find-candidates-for-data-scientist-position,['Database']
3052,Maximize Items,maximize-items,['Database']
3053,Classifying Triangles by Lengths,classifying-triangles-by-lengths,['Database']
3054,Binary Tree Nodes,binary-tree-nodes,['Database']
3055,Top Percentile Fraud,top-percentile-fraud,['Database']
3056,Snaps Analysis,snaps-analysis,['Database']
3057,Employees Project Allocation,employees-project-allocation,['Database']
3058,Friends With No Mutual Friends,friends-with-no-mutual-friends,['Database']
3059,Find All Unique Email Domains,find-all-unique-email-domains,['Database']
3060,User Activities within Time Bounds,user-activities-within-time-bounds,['Database']
3061,Calculate Trapping Rain Water,calculate-trapping-rain-water,['Database']
3062,Winner of the Linked List Game,winner-of-the-linked-list-game,['Linked List']
3063,Linked List Frequency,linked-list-frequency,"['Hash Table', 'Linked List', 'Counting']"
3064,Guess the Number Using Bitwise Questions I,guess-the-number-using-bitwise-questions-i,"['Bit Manipulation', 'Interactive']"
3065,Minimum Operations to Exceed Threshold Value I,minimum-operations-to-exceed-threshold-value-i,['Array']
3066,Minimum Operations to Exceed Threshold Value II,minimum-operations-to-exceed-threshold-value-ii,"['Array', 'Heap (Priority Queue)', 'Simulation']"
3067,Count Pairs of Connectable Servers in a Weighted Tree Network,count-pairs-of-connectable-servers-in-a-weighted-tree-network,"['Array', 'Tree', 'Depth-First Search']"
3068,Find the Maximum Sum of Node Values,find-the-maximum-sum-of-node-values,"['Array', 'Dynamic Programming', 'Greedy', 'Bit Manipulation', 'Tree', 'Sorting']"
3069,Distribute Elements Into Two Arrays I,distribute-elements-into-two-arrays-i,"['Array', 'Simulation']"
3070,Count Submatrices with Top-Left Element and Sum Less Than k,count-submatrices-with-top-left-element-and-sum-less-than-k,"['Array', 'Matrix', 'Prefix Sum']"
3071,Minimum Operations to Write the Letter Y on a Grid,minimum-operations-to-write-the-letter-y-on-a-grid,"['Array', 'Hash Table', 'Matrix', 'Counting']"
3072,Distribute Elements Into Two Arrays II,distribute-elements-into-two-arrays-ii,"['Array', 'Binary Indexed Tree', 'Segment Tree', 'Simulation']"
3073,Maximum Increasing Triplet Value,maximum-increasing-triplet-value,"['Array', 'Ordered Set']"
3074,Apple Redistribution into Boxes,apple-redistribution-into-boxes,"['Array', 'Greedy', 'Sorting']"
3075,Maximize Happiness of Selected Children,maximize-happiness-of-selected-children,"['Array', 'Greedy', 'Sorting']"
3076,Shortest Uncommon Substring in an Array,shortest-uncommon-substring-in-an-array,"['Array', 'Hash Table', 'String', 'Trie']"
3077,Maximum Strength of K Disjoint Subarrays,maximum-strength-of-k-disjoint-subarrays,"['Array', 'Dynamic Programming', 'Prefix Sum']"
3078,Match Alphanumerical Pattern in Matrix I,match-alphanumerical-pattern-in-matrix-i,"['Array', 'Hash Table', 'String', 'Matrix']"
3079,Find the Sum of Encrypted Integers,find-the-sum-of-encrypted-integers,"['Array', 'Math']"
3080,Mark Elements on Array by Performing Queries,mark-elements-on-array-by-performing-queries,"['Array', 'Hash Table', 'Sorting', 'Heap (Priority Queue)', 'Simulation']"
3081,Replace Question Marks in String to Minimize Its Value,replace-question-marks-in-string-to-minimize-its-value,"['Hash Table', 'String', 'Greedy', 'Sorting', 'Heap (Priority Queue)', 'Counting']"
3082,Find the Sum of the Power of All Subsequences,find-the-sum-of-the-power-of-all-subsequences,"['Array', 'Dynamic Programming']"
3083,Existence of a Substring in a String and Its Reverse,existence-of-a-substring-in-a-string-and-its-reverse,"['Hash Table', 'String']"
3084,Count Substrings Starting and Ending with Given Character,count-substrings-starting-and-ending-with-given-character,"['Math', 'String', 'Counting']"
3085,Minimum Deletions to Make String K-Special,minimum-deletions-to-make-string-k-special,"['Hash Table', 'String', 'Greedy', 'Sorting', 'Counting']"
3086,Minimum Moves to Pick K Ones,minimum-moves-to-pick-k-ones,"['Array', 'Greedy', 'Sliding Window', 'Prefix Sum']"
3087,Find Trending Hashtags,find-trending-hashtags,['Database']
3088,Make String Anti-palindrome,make-string-anti-palindrome,"['String', 'Greedy', 'Sorting', 'Counting Sort']"
3089,Find Bursty Behavior,find-bursty-behavior,['Database']
3090,Maximum Length Substring With Two Occurrences,maximum-length-substring-with-two-occurrences,"['Hash Table', 'String', 'Sliding Window']"
3091,Apply Operations to Make Sum of Array Greater Than or Equal to k,apply-operations-to-make-sum-of-array-greater-than-or-equal-to-k,"['Math', 'Greedy', 'Enumeration']"
3092,Most Frequent IDs,most-frequent-ids,"['Array', 'Hash Table', 'Heap (Priority Queue)', 'Ordered Set']"
3093,Longest Common Suffix Queries,longest-common-suffix-queries,"['Array', 'String', 'Trie']"
3094,Guess the Number Using Bitwise Questions II,guess-the-number-using-bitwise-questions-ii,"['Bit Manipulation', 'Interactive']"
3095,Shortest Subarray With OR at Least K I,shortest-subarray-with-or-at-least-k-i,"['Array', 'Bit Manipulation', 'Sliding Window']"
3096,Minimum Levels to Gain More Points,minimum-levels-to-gain-more-points,"['Array', 'Prefix Sum']"
3097,Shortest Subarray With OR at Least K II,shortest-subarray-with-or-at-least-k-ii,"['Array', 'Bit Manipulation', 'Sliding Window']"
3098,Find the Sum of Subsequence Powers,find-the-sum-of-subsequence-powers,"['Array', 'Dynamic Programming', 'Sorting']"
3099,Harshad Number,harshad-number,['Math']
3100,Water Bottles II,water-bottles-ii,"['Math', 'Simulation']"
3101,Count Alternating Subarrays,count-alternating-subarrays,"['Array', 'Math']"
3102,Minimize Manhattan Distances,minimize-manhattan-distances,"['Array', 'Math', 'Geometry', 'Sorting', 'Ordered Set']"
3103,Find Trending Hashtags II ,find-trending-hashtags-ii,['Database']
3104,Find Longest Self-Contained Substring,find-longest-self-contained-substring,"['Hash Table', 'String', 'Binary Search', 'Prefix Sum']"
3105,Longest Strictly Increasing or Strictly Decreasing Subarray,longest-strictly-increasing-or-strictly-decreasing-subarray,['Array']
3106,Lexicographically Smallest String After Operations With Constraint,lexicographically-smallest-string-after-operations-with-constraint,"['String', 'Greedy']"
3107,Minimum Operations to Make Median of Array Equal to K,minimum-operations-to-make-median-of-array-equal-to-k,"['Array', 'Greedy', 'Sorting']"
3108,Minimum Cost Walk in Weighted Graph,minimum-cost-walk-in-weighted-graph,"['Array', 'Bit Manipulation', 'Union Find', 'Graph']"
3109,Find the Index of Permutation,find-the-index-of-permutation,"['Array', 'Binary Search', 'Divide and Conquer', 'Binary Indexed Tree', 'Segment Tree', 'Merge Sort', 'Ordered Set']"
3110,Score of a String,score-of-a-string,['String']
3111,Minimum Rectangles to Cover Points,minimum-rectangles-to-cover-points,"['Array', 'Greedy', 'Sorting']"
3112,Minimum Time to Visit Disappearing Nodes,minimum-time-to-visit-disappearing-nodes,"['Array', 'Graph', 'Heap (Priority Queue)', 'Shortest Path']"
3113,Find the Number of Subarrays Where Boundary Elements Are Maximum,find-the-number-of-subarrays-where-boundary-elements-are-maximum,"['Array', 'Binary Search', 'Stack', 'Monotonic Stack']"
3114,Latest Time You Can Obtain After Replacing Characters,latest-time-you-can-obtain-after-replacing-characters,"['String', 'Enumeration']"
3115,Maximum Prime Difference,maximum-prime-difference,"['Array', 'Math', 'Number Theory']"
3116,Kth Smallest Amount With Single Denomination Combination,kth-smallest-amount-with-single-denomination-combination,"['Array', 'Math', 'Binary Search', 'Bit Manipulation', 'Combinatorics', 'Number Theory']"
3117,Minimum Sum of Values by Dividing Array,minimum-sum-of-values-by-dividing-array,"['Array', 'Binary Search', 'Dynamic Programming', 'Bit Manipulation', 'Segment Tree', 'Queue']"
3118,Friday Purchase III ,friday-purchase-iii,['Database']
3119,Maximum Number of Potholes That Can Be Fixed,maximum-number-of-potholes-that-can-be-fixed,"['String', 'Greedy', 'Sorting']"
3120,Count the Number of Special Characters I,count-the-number-of-special-characters-i,"['Hash Table', 'String']"
3121,Count the Number of Special Characters II,count-the-number-of-special-characters-ii,"['Hash Table', 'String']"
3122,Minimum Number of Operations to Satisfy Conditions,minimum-number-of-operations-to-satisfy-conditions,"['Array', 'Dynamic Programming', 'Matrix']"
3123,Find Edges in Shortest Paths,find-edges-in-shortest-paths,"['Depth-First Search', 'Breadth-First Search', 'Graph', 'Heap (Priority Queue)', 'Shortest Path']"
3124,Find Longest Calls,find-longest-calls,['Database']
3125,Maximum Number That Makes Result of Bitwise AND Zero,maximum-number-that-makes-result-of-bitwise-and-zero,"['String', 'Greedy', 'Sorting']"
3126,Server Utilization Time,server-utilization-time,['Database']
3127,Make a Square with the Same Color,make-a-square-with-the-same-color,"['Array', 'Matrix', 'Enumeration']"
3128,Right Triangles,right-triangles,"['Array', 'Hash Table', 'Math', 'Combinatorics', 'Counting']"
3129,Find All Possible Stable Binary Arrays I,find-all-possible-stable-binary-arrays-i,"['Dynamic Programming', 'Prefix Sum']"
3130,Find All Possible Stable Binary Arrays II,find-all-possible-stable-binary-arrays-ii,"['Dynamic Programming', 'Prefix Sum']"
3131,Find the Integer Added to Array I,find-the-integer-added-to-array-i,['Array']
3132,Find the Integer Added to Array II,find-the-integer-added-to-array-ii,"['Array', 'Two Pointers', 'Sorting', 'Enumeration']"
3133,Minimum Array End,minimum-array-end,['Bit Manipulation']
3134,Find the Median of the Uniqueness Array,find-the-median-of-the-uniqueness-array,"['Array', 'Hash Table', 'Binary Search', 'Sliding Window']"
3135,Equalize Strings by Adding or Removing Characters at Ends,equalize-strings-by-adding-or-removing-characters-at-ends,"['String', 'Binary Search', 'Dynamic Programming', 'Sliding Window', 'Hash Function']"
3136,Valid Word,valid-word,['String']
3137,Minimum Number of Operations to Make Word K-Periodic,minimum-number-of-operations-to-make-word-k-periodic,"['Hash Table', 'String', 'Counting']"
3138,Minimum Length of Anagram Concatenation,minimum-length-of-anagram-concatenation,"['Hash Table', 'String', 'Counting']"
3139,Minimum Cost to Equalize Array,minimum-cost-to-equalize-array,"['Array', 'Greedy', 'Enumeration']"
3140,Consecutive Available Seats II,consecutive-available-seats-ii,['Database']
3141,Maximum Hamming Distances,maximum-hamming-distances,"['Array', 'Bit Manipulation', 'Breadth-First Search']"
3142,Check if Grid Satisfies Conditions,check-if-grid-satisfies-conditions,"['Array', 'Matrix']"
3143,Maximum Points Inside the Square,maximum-points-inside-the-square,"['Array', 'Hash Table', 'String', 'Binary Search', 'Sorting']"
3144,Minimum Substring Partition of Equal Character Frequency,minimum-substring-partition-of-equal-character-frequency,"['Hash Table', 'String', 'Dynamic Programming', 'Counting']"
3145,Find Products of Elements of Big Array,find-products-of-elements-of-big-array,"['Array', 'Binary Search', 'Bit Manipulation']"
3146,Permutation Difference between Two Strings,permutation-difference-between-two-strings,"['Hash Table', 'String']"
3147,Taking Maximum Energy From the Mystic Dungeon,taking-maximum-energy-from-the-mystic-dungeon,"['Array', 'Prefix Sum']"
3148,Maximum Difference Score in a Grid,maximum-difference-score-in-a-grid,"['Array', 'Dynamic Programming', 'Matrix']"
3149,Find the Minimum Cost Array Permutation,find-the-minimum-cost-array-permutation,"['Array', 'Dynamic Programming', 'Bit Manipulation', 'Bitmask']"
3150,Invalid Tweets II,invalid-tweets-ii,['Database']
3151,Special Array I,special-array-i,['Array']
3152,Special Array II,special-array-ii,"['Array', 'Binary Search', 'Prefix Sum']"
3153,Sum of Digit Differences of All Pairs,sum-of-digit-differences-of-all-pairs,"['Array', 'Hash Table', 'Math', 'Counting']"
3154,Find Number of Ways to Reach the K-th Stair,find-number-of-ways-to-reach-the-k-th-stair,"['Math', 'Dynamic Programming', 'Bit Manipulation', 'Memoization', 'Combinatorics']"
3155,Maximum Number of Upgradable Servers,maximum-number-of-upgradable-servers,"['Array', 'Math', 'Binary Search']"
3156,Employee Task Duration and Concurrent Tasks,employee-task-duration-and-concurrent-tasks,['Database']
3157,Find the Level of Tree with Minimum Sum,find-the-level-of-tree-with-minimum-sum,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']"
3158,Find the XOR of Numbers Which Appear Twice,find-the-xor-of-numbers-which-appear-twice,"['Array', 'Hash Table', 'Bit Manipulation']"
3159,Find Occurrences of an Element in an Array,find-occurrences-of-an-element-in-an-array,"['Array', 'Hash Table']"
3160,Find the Number of Distinct Colors Among the Balls,find-the-number-of-distinct-colors-among-the-balls,"['Array', 'Hash Table', 'Simulation']"
3161,Block Placement Queries,block-placement-queries,"['Array', 'Binary Search', 'Binary Indexed Tree', 'Segment Tree']"
3162,Find the Number of Good Pairs I,find-the-number-of-good-pairs-i,"['Array', 'Hash Table']"
3163,String Compression III,string-compression-iii,['String']
3164,Find the Number of Good Pairs II,find-the-number-of-good-pairs-ii,"['Array', 'Hash Table']"
3165,Maximum Sum of Subsequence With Non-adjacent Elements,maximum-sum-of-subsequence-with-non-adjacent-elements,"['Array', 'Divide and Conquer', 'Dynamic Programming', 'Segment Tree']"
3166,Calculate Parking Fees and Duration,calculate-parking-fees-and-duration,['Database']
3167,Better Compression of String,better-compression-of-string,"['Hash Table', 'String', 'Sorting', 'Counting']"
3168,Minimum Number of Chairs in a Waiting Room,minimum-number-of-chairs-in-a-waiting-room,"['String', 'Simulation']"
3169,Count Days Without Meetings,count-days-without-meetings,"['Array', 'Sorting']"
3170,Lexicographically Minimum String After Removing Stars,lexicographically-minimum-string-after-removing-stars,"['Hash Table', 'String', 'Stack', 'Greedy', 'Heap (Priority Queue)']"
3171,Find Subarray With Bitwise OR Closest to K,find-subarray-with-bitwise-or-closest-to-k,"['Array', 'Binary Search', 'Bit Manipulation', 'Segment Tree']"
3172,Second Day Verification,second-day-verification,['Database']
3173,Bitwise OR of Adjacent Elements,bitwise-or-of-adjacent-elements,"['Array', 'Bit Manipulation']"
3174,Clear Digits,clear-digits,"['String', 'Stack', 'Simulation']"
3175,Find The First Player to win K Games in a Row,find-the-first-player-to-win-k-games-in-a-row,"['Array', 'Simulation']"
3176,Find the Maximum Length of a Good Subsequence I,find-the-maximum-length-of-a-good-subsequence-i,"['Array', 'Hash Table', 'Dynamic Programming']"
3177,Find the Maximum Length of a Good Subsequence II,find-the-maximum-length-of-a-good-subsequence-ii,"['Array', 'Hash Table', 'Dynamic Programming']"
3178,Find the Child Who Has the Ball After K Seconds,find-the-child-who-has-the-ball-after-k-seconds,"['Math', 'Simulation']"
3179,Find the N-th Value After K Seconds,find-the-n-th-value-after-k-seconds,"['Array', 'Math', 'Simulation', 'Combinatorics', 'Prefix Sum']"
3180,Maximum Total Reward Using Operations I,maximum-total-reward-using-operations-i,"['Array', 'Dynamic Programming']"
3181,Maximum Total Reward Using Operations II,maximum-total-reward-using-operations-ii,"['Array', 'Dynamic Programming', 'Bit Manipulation']"
3182,Find Top Scoring Students,find-top-scoring-students,['Database']
3183,The Number of Ways to Make the Sum,the-number-of-ways-to-make-the-sum,"['Array', 'Dynamic Programming']"
3184,Count Pairs That Form a Complete Day I,count-pairs-that-form-a-complete-day-i,"['Array', 'Hash Table', 'Counting']"
3185,Count Pairs That Form a Complete Day II,count-pairs-that-form-a-complete-day-ii,"['Array', 'Hash Table', 'Counting']"
3186,Maximum Total Damage With Spell Casting,maximum-total-damage-with-spell-casting,"['Array', 'Hash Table', 'Two Pointers', 'Binary Search', 'Dynamic Programming', 'Sorting', 'Counting']"
3187,Peaks in Array,peaks-in-array,"['Array', 'Binary Indexed Tree', 'Segment Tree']"
3188,Find Top Scoring Students II,find-top-scoring-students-ii,['Database']
3189,Minimum Moves to Get a Peaceful Board,minimum-moves-to-get-a-peaceful-board,"['Array', 'Greedy', 'Sorting', 'Counting Sort']"
3190,Find Minimum Operations to Make All Elements Divisible by Three,find-minimum-operations-to-make-all-elements-divisible-by-three,"['Array', 'Math']"
3191,Minimum Operations to Make Binary Array Elements Equal to One I,minimum-operations-to-make-binary-array-elements-equal-to-one-i,"['Array', 'Bit Manipulation', 'Queue', 'Sliding Window', 'Prefix Sum']"
3192,Minimum Operations to Make Binary Array Elements Equal to One II,minimum-operations-to-make-binary-array-elements-equal-to-one-ii,"['Array', 'Dynamic Programming', 'Greedy']"
3193,Count the Number of Inversions,count-the-number-of-inversions,"['Array', 'Dynamic Programming']"
3194,Minimum Average of Smallest and Largest Elements,minimum-average-of-smallest-and-largest-elements,"['Array', 'Two Pointers', 'Sorting']"
3195,Find the Minimum Area to Cover All Ones I,find-the-minimum-area-to-cover-all-ones-i,"['Array', 'Matrix']"
3196,Maximize Total Cost of Alternating Subarrays,maximize-total-cost-of-alternating-subarrays,"['Array', 'Dynamic Programming']"
3197,Find the Minimum Area to Cover All Ones II,find-the-minimum-area-to-cover-all-ones-ii,"['Array', 'Matrix', 'Enumeration']"
3198,Find Cities in Each State,find-cities-in-each-state,['Database']
3199,Count Triplets with Even XOR Set Bits I,count-triplets-with-even-xor-set-bits-i,"['Array', 'Bit Manipulation']"
3200,Maximum Height of a Triangle,maximum-height-of-a-triangle,"['Array', 'Enumeration']"
3201,Find the Maximum Length of Valid Subsequence I,find-the-maximum-length-of-valid-subsequence-i,"['Array', 'Dynamic Programming']"
3202,Find the Maximum Length of Valid Subsequence II,find-the-maximum-length-of-valid-subsequence-ii,"['Array', 'Dynamic Programming']"
3203,Find Minimum Diameter After Merging Two Trees,find-minimum-diameter-after-merging-two-trees,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Graph']"
3204,Bitwise User Permissions Analysis,bitwise-user-permissions-analysis,['Database']
3205,Maximum Array Hopping Score I,maximum-array-hopping-score-i,"['Array', 'Dynamic Programming', 'Stack', 'Greedy', 'Monotonic Stack']"
3206,Alternating Groups I,alternating-groups-i,"['Array', 'Sliding Window']"
3207,Maximum Points After Enemy Battles,maximum-points-after-enemy-battles,"['Array', 'Greedy']"
3208,Alternating Groups II,alternating-groups-ii,"['Array', 'Sliding Window']"
3209,Number of Subarrays With AND Value of K,number-of-subarrays-with-and-value-of-k,"['Array', 'Binary Search', 'Bit Manipulation', 'Segment Tree']"
3210,Find the Encrypted String,find-the-encrypted-string,['String']
3211,Generate Binary Strings Without Adjacent Zeros,generate-binary-strings-without-adjacent-zeros,"['String', 'Backtracking', 'Bit Manipulation']"
3212,Count Submatrices With Equal Frequency of X and Y,count-submatrices-with-equal-frequency-of-x-and-y,"['Array', 'Matrix', 'Prefix Sum']"
3213,Construct String with Minimum Cost,construct-string-with-minimum-cost,"['Array', 'String', 'Dynamic Programming', 'Suffix Array']"
3214,Year on Year Growth Rate,year-on-year-growth-rate,['Database']
3215,Count Triplets with Even XOR Set Bits II,count-triplets-with-even-xor-set-bits-ii,"['Array', 'Bit Manipulation']"
3216,Lexicographically Smallest String After a Swap,lexicographically-smallest-string-after-a-swap,"['String', 'Greedy']"
3217,Delete Nodes From Linked List Present in Array,delete-nodes-from-linked-list-present-in-array,"['Array', 'Hash Table', 'Linked List']"
3218,Minimum Cost for Cutting Cake I,minimum-cost-for-cutting-cake-i,"['Array', 'Dynamic Programming', 'Greedy', 'Sorting']"
3219,Minimum Cost for Cutting Cake II,minimum-cost-for-cutting-cake-ii,"['Array', 'Greedy', 'Sorting']"
3220,Odd and Even Transactions,odd-and-even-transactions,['Database']
3221,Maximum Array Hopping Score II,maximum-array-hopping-score-ii,"['Array', 'Stack', 'Greedy', 'Monotonic Stack']"
3222,Find the Winning Player in Coin Game,find-the-winning-player-in-coin-game,"['Math', 'Simulation', 'Game Theory']"
3223,Minimum Length of String After Operations,minimum-length-of-string-after-operations,"['Hash Table', 'String', 'Counting']"
3224,Minimum Array Changes to Make Differences Equal,minimum-array-changes-to-make-differences-equal,"['Array', 'Hash Table', 'Prefix Sum']"
3225,Maximum Score From Grid Operations,maximum-score-from-grid-operations,"['Array', 'Dynamic Programming', 'Matrix', 'Prefix Sum']"
3226,Number of Bit Changes to Make Two Integers Equal,number-of-bit-changes-to-make-two-integers-equal,['Bit Manipulation']
3227,Vowels Game in a String,vowels-game-in-a-string,"['Math', 'String', 'Brainteaser', 'Game Theory']"
3228,Maximum Number of Operations to Move Ones to the End,maximum-number-of-operations-to-move-ones-to-the-end,"['String', 'Greedy', 'Counting']"
3229,Minimum Operations to Make Array Equal to Target,minimum-operations-to-make-array-equal-to-target,"['Array', 'Dynamic Programming', 'Stack', 'Greedy', 'Monotonic Stack']"
3230,Customer Purchasing Behavior Analysis,customer-purchasing-behavior-analysis,['Database']
3231,Minimum Number of Increasing Subsequence to Be Removed,minimum-number-of-increasing-subsequence-to-be-removed,"['Array', 'Binary Search']"
3232,Find if Digit Game Can Be Won,find-if-digit-game-can-be-won,"['Array', 'Math']"
3233,Find the Count of Numbers Which Are Not Special,find-the-count-of-numbers-which-are-not-special,"['Array', 'Math', 'Number Theory']"
3234,Count the Number of Substrings With Dominant Ones,count-the-number-of-substrings-with-dominant-ones,"['String', 'Sliding Window', 'Enumeration']"
3235,Check if the Rectangle Corner Is Reachable,check-if-the-rectangle-corner-is-reachable,"['Array', 'Math', 'Depth-First Search', 'Breadth-First Search', 'Union Find', 'Geometry']"
3236,CEO Subordinate Hierarchy,ceo-subordinate-hierarchy,['Database']
3237,Alt and Tab Simulation,alt-and-tab-simulation,"['Array', 'Hash Table', 'Simulation']"
3238,Find the Number of Winning Players,find-the-number-of-winning-players,"['Array', 'Hash Table', 'Counting']"
3239,Minimum Number of Flips to Make Binary Grid Palindromic I,minimum-number-of-flips-to-make-binary-grid-palindromic-i,"['Array', 'Two Pointers', 'Matrix']"
3240,Minimum Number of Flips to Make Binary Grid Palindromic II,minimum-number-of-flips-to-make-binary-grid-palindromic-ii,"['Array', 'Two Pointers', 'Matrix']"
3241,Time Taken to Mark All Nodes,time-taken-to-mark-all-nodes,"['Dynamic Programming', 'Tree', 'Depth-First Search', 'Graph']"
3242,Design Neighbor Sum Service,design-neighbor-sum-service,"['Array', 'Hash Table', 'Design', 'Matrix', 'Simulation']"
3243,Shortest Distance After Road Addition Queries I,shortest-distance-after-road-addition-queries-i,"['Array', 'Breadth-First Search', 'Graph']"
3244,Shortest Distance After Road Addition Queries II,shortest-distance-after-road-addition-queries-ii,"['Array', 'Greedy', 'Graph', 'Ordered Set']"
3245,Alternating Groups III,alternating-groups-iii,"['Array', 'Binary Indexed Tree']"
3246,Premier League Table Ranking,premier-league-table-ranking,['Database']
3247,Number of Subsequences with Odd Sum,number-of-subsequences-with-odd-sum,"['Array', 'Math', 'Dynamic Programming', 'Combinatorics']"
3248,Snake in Matrix,snake-in-matrix,"['Array', 'String', 'Simulation']"
3249,Count the Number of Good Nodes,count-the-number-of-good-nodes,"['Tree', 'Depth-First Search']"
